[(1.0, 97.91555555555557, 97.91555555555557), (1.0153624999999995, 94.85813232195665, 96.28750000000001), (1.040192857142857, 91.17737449617876, 94.78523809523807), (1.0631765873015873, 88.0097438324857, 93.50714285714292), (1.078071428571429, 85.68343541307117, 92.31785714285716), (1.0971541666666669, 82.77710753888428, 90.78208333333332), (1.1163999999999996, 80.28869810847034, 89.61444444444443), (1.1384, 78.31796205282639, 89.15), (1.153, 76.71292281006072, 88.45)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.006345833333333, 95.37039660668742, 95.96249999999999), (1.0264952380952377, 92.01583483675148, 94.41214285714284), (1.0454047619047613, 89.09891798213104, 93.096626984127), (1.0585142857142857, 86.8649916320391, 91.90142857142855), (1.0737833333333335, 84.1307786173392, 90.3091666666666), (1.0901999999999998, 81.78702401314537, 89.14777777777778), (1.10805, 79.97218731754084, 88.60499999999999), (1.1165, 78.45947156291984, 87.6)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.0028124999999999, 95.55695084966233, 95.81875000000001), (1.0179119047619052, 92.51756624922838, 94.1445238095238), (1.03409126984127, 89.77602535261141, 92.79742063492066), (1.0456047619047628, 87.64366031376446, 91.60333333333341), (1.0591875, 84.98202071348109, 89.98666666666666), (1.0731333333333337, 82.74182633153481, 88.77888888888887), (1.0906, 80.92066813507353, 88.245), (1.097, 79.58067456700091, 87.3)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.0014583333333336, 95.6268807273982, 95.76250000000006), (1.0126857142857142, 92.80961492781528, 93.9642857142857), (1.0263273809523814, 90.22156522216906, 92.56527777777781), (1.0366500000000005, 88.16918180387833, 91.36880952380955), (1.0489500000000003, 85.58666114820701, 89.75375000000007), (1.0609666666666666, 83.41969654343747, 88.49444444444445), (1.0768499999999999, 81.6971678381697, 87.97), (1.0835, 80.34148592524227, 87.05)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.000829166666667, 95.65711936176007, 95.73416666666675), (1.00932619047619, 92.99069821528626, 93.84071428571428), (1.0211329365079373, 90.51513899763995, 92.4017857142857), (1.0303785714285714, 88.5260226380746, 91.18857142857144), (1.0412875000000008, 86.02027569573764, 89.55208333333334), (1.0522666666666665, 83.88761737437736, 88.26333333333336), (1.0673, 82.19186677383794, 87.72000000000001), (1.0715, 80.86794213719085, 86.65)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.000554166666667, 95.67163829899742, 95.72333333333341), (1.0071595238095241, 93.09934442534983, 93.75261904761908), (1.0175555555555553, 90.70085445363735, 92.27083333333339), (1.0258738095238094, 88.77788130269408, 91.05119047619053), (1.0358208333333332, 86.31531496463509, 89.38916666666667), (1.0453333333333334, 84.22907682070034, 88.04000000000002), (1.0585, 82.65006871459438, 87.47999999999999), (1.063, 81.46754468485419, 86.6)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.0004500000000005, 95.67756123236717, 95.71958333333343), (1.005778571428571, 93.16825904278869, 93.69547619047619), (1.014958333333333, 90.83421067069004, 92.17361111111111), (1.0225047619047611, 88.95427483603336, 90.93499999999997), (1.0318416666666668, 86.53196596711888, 89.27166666666668), (1.040311111111111, 84.50083352566175, 87.89999999999999), (1.05205, 83.03342726695662, 87.35), (1.058, 81.80529300567107, 86.55)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.0003541666666675, 95.6819417204356, 95.71500000000007), (1.0048952380952376, 93.21149410068693, 93.65833333333339), (1.013132936507936, 90.93029076639918, 92.10753968253962), (1.0200095238095235, 89.08824409493423, 90.8521428571429), (1.0288916666666668, 86.70020376846637, 89.19124999999998), (1.0368666666666664, 84.67938068870359, 87.79444444444444), (1.04825, 83.22010115907976, 87.22999999999999), (1.0535, 82.05980066445183, 86.45)]
[(1.0, 97.91555555555557, 97.91555555555557), (1.000308333333334, 95.68289396400537, 95.71166666666674), (1.0042714285714271, 93.24399292585593, 93.63404761904765), (1.01179365079365, 90.99779320593358, 92.05575396825394), (1.0182023809523806, 89.18900605754807, 90.79523809523813), (1.026741666666667, 86.81860421335269, 89.12708333333329), (1.034111111111111, 84.82607688371635, 87.71333333333334), (1.04485, 83.41007479891624, 87.145), (1.052, 82.17680608365019, 86.45)]
[(1.0030555555555556, 97.77577359947952, 98.07111111111107), (0.8699250000000001, 93.16072080287539, 80.92958333333335), (0.8863047619047616, 88.97060369950478, 78.72428571428568), (0.8966825396825391, 85.37499357187713, 76.43115079365077), (0.9047666666666674, 82.93420391733966, 74.94142857142855), (0.9130791666666662, 79.75859743919509, 72.76583333333333), (0.9311666666666669, 77.16320060989688, 71.81555555555555), (0.9450000000000001, 74.93465687610836, 70.805), (0.956, 73.43096234309624, 70.2)]
